method,W,p_value,normal
PCA_7_KMeans_n_clusters7_n_init10_random_state42,0.9808973479850807,0.5903802747739169,True
PCA_7_Spectral_n_clusters7_affinitynearest_neighbors_random_state42,0.9865322941969857,0.834958622017796,True
PCA_7_GMM_n_components8_covariance_typefull_random_state42,0.9503033448362694,0.03510855526225851,False
PCA_7_Agglomerative_n_clusters8_linkageward,0.9795074898661885,0.5313817720047657,True
PCA_7_KMeans_n_clusters8_n_init10_random_state42,0.9836105434950115,0.7106274912537223,True
PCA_7_Spectral_n_clusters8_affinitynearest_neighbors_random_state42,0.9686589508950112,0.204020593829077,True
PCA_7_GMM_n_components9_covariance_typefull_random_state42,0.9812420725372707,0.6054040127134995,True
PCA_7_Agglomerative_n_clusters9_linkageward,0.990350278077269,0.9539953864068813,True
PCA_7_KMeans_n_clusters9_n_init10_random_state42,0.9897211407539505,0.9394527088163734,True
PCA_7_Spectral_n_clusters9_affinitynearest_neighbors_random_state42,0.9898245533407521,0.9419968901029475,True
PCA_7_GMM_n_components10_covariance_typefull_random_state42,0.9766631427771097,0.42134887388916464,True
PCA_7_Agglomerative_n_clusters10_linkageward,0.9871970943866348,0.8603529262560193,True
PCA_7_KMeans_n_clusters10_n_init10_random_state42,0.9714600244948994,0.26510600801810147,True
PCA_7_Spectral_n_clusters10_affinitynearest_neighbors_random_state42,0.977477087860535,0.4511589881712099,True
PCA_8_DBSCAN_eps0.1_min_samples5,0.8888790557341567,0.0002104688775366806,False
PCA_8_DBSCAN_eps0.2_min_samples5,0.9524015029834058,0.04285150132633851,False
PCA_8_DBSCAN_eps0.30000000000000004_min_samples5,0.9633225894043709,0.12248288549228308,True
PCA_8_DBSCAN_eps0.4_min_samples5,0.9769822842290473,0.43286762941115736,True
PCA_8_DBSCAN_eps0.5_min_samples5,0.9825786002947736,0.664580941005189,True
PCA_8_DBSCAN_eps0.6000000000000001_min_samples5,0.9738407811474188,0.3292729998555623,True
PCA_8_DBSCAN_eps0.7000000000000001_min_samples5,0.9661085948797529,0.16006587142097456,True
PCA_8_DBSCAN_eps0.8_min_samples5,0.978415764592918,0.4872568380341457,True
PCA_8_DBSCAN_eps0.9_min_samples5,0.9659890320111882,0.15824485827437634,True
PCA_8_DBSCAN_eps1.0_min_samples5,0.9764830918974109,0.41494810887229167,True
PCA_8_GMM_n_components2_covariance_typefull_random_state42,0.8847990382173229,0.00015698229460430835,False
